,Algorithm,CoinName,FullName,FullyPremined,Id,ImageUrl,Name,PreMinedValue,ProofType,SortOrder,Sponsored,Symbol,TotalCoinSupply,TotalCoinsFreeFloat,Url
AVT,N/A,AventCoin,AventCoin (AVT),0,138642,/media/1383599/avt.png,AVT,N/A,N/A,1265,False,AVT,10000000,N/A,/coins/avt/overview
AXIOM,N/A,Axiom Coin,Axiom Coin (AXIOM),0,8693,/media/20686/axiom.png,AXIOM,N/A,PoW/PoS,449,False,AXIOM,0,N/A,/coins/axiom/overview
AXP,N/A,aXpire,aXpire (AXP),0,727769,/media/27010491/axp.png,AXP,N/A,N/A,2173,False,AXP,350000000,N/A,/coins/axp/overview
AXR,N/A,AXRON,AXRON (AXR),0,4334,/media/20086/axr.png,AXR,N/A,N/A,48,False,AXR,0,N/A,/coins/axr/overview
AXS,C11,AXS,AXS (AXS),0,889302,/media/33187869/axs.jpg,AXS,N/A,PoW/PoS,2734,False,AXS,N/A,N/A,/coins/axs/overview
AXT,N/A,AIX,AIX (AXT),0,372029,/media/14913467/axt.png,AXT,N/A,N/A,1801,False,AXT,20000000,N/A,/coins/axt/overview
AXYS,N/A,Axys,Axys (AXYS),0,799948,/media/27011049/axys.jpg,AXYS,N/A,N/A,2425,False,AXYS,20000000,N/A,/coins/axys/overview
B2B,N/A,B2BX,B2BX (B2B),0,517795,/media/12318185/b2bx.png,B2B,N/A,N/A,1979,False,B2B,19822337.199585433103319875,N/A,/coins/b2b/overview
B3,X11,B3 Coin,B3 Coin (B3),0,28333,/media/12318367/b3.png,B3,N/A,PoW/PoS,762,False,B3,N/A,N/A,/coins/b3/overview
B@,N/A,BankCoin,BankCoin (B@),0,56078,/media/1382804/b.png,B@,N/A,N/A,1137,False,B@,N/A,N/A,/coins/b/overview
BAC,N/A,BitalphaCoin,BitalphaCoin (BAC),0,20348,/media/350913/bac.png,BAC,N/A,PoW,532,False,BAC,7850161887.50,N/A,/coins/bac/overview
BAC*,N/A,LakeBanker,LakeBanker (BAC*),0,329507,/media/12318229/bac.png,BAC*,N/A,N/A,1655,False,BAC*,500000000,N/A,/coins/bacstar/overview
BAN,PoS,Babes and Nerds,Babes and Nerds (BAN),0,43247,/media/1382466/ban.png,BAN,N/A,N/A,1069,False,BAN,150000000,N/A,/coins/ban/overview
BANCA,N/A,BANCA,BANCA (BANCA),0,757568,/media/27010659/banca.png,BANCA,N/A,N/A,2236,False,BANCA,20000000000,N/A,/coins/banca/overview
BAR,N/A,TBIS token,TBIS token (BAR),0,354771,/media/14543951/bar.png,BAR,N/A,N/A,1749,False,BAR,100000000,N/A,/coins/bar/overview
BAS,N/A,BitAsean,BitAsean (BAS),0,586638,/media/20780613/bas.png,BAS,N/A,N/A,2008,False,BAS,30000000,N/A,/coins/bas/overview
BASH,Scrypt,LuckChain,LuckChain (BASH),0,33129,/media/352004/bash.png,BASH,N/A,PoW/PoS,902,False,BASH,1000000000,N/A,/coins/bash/overview
BASHC,Skein,BashCoin,BashCoin (BASHC),0,791041,/media/27010941/bashc.png,BASHC,N/A,PoW/PoS,2389,False,BASHC,72000000,N/A,/coins/bashc/overview
BAT,N/A,Basic Attention Token,Basic Attention Token (BAT),0,107672,/media/1383370/bat.png,BAT,N/A,N/A,1238,False,BAT,1500000000,N/A,/coins/bat/overview
BAX,N/A,BABB,BABB (BAX),1,784595,/media/27010904/bax.jpg,BAX,N/A,N/A,2368,False,BAX,50000000000,N/A,/coins/bax/overview
BAY,N/A,BitBay,BitBay (BAY),0,5300,/media/1383137/bay1.png,BAY,N/A,PoS,269,False,BAY,N/A,N/A,/coins/bay/overview
BBC,N/A,TraDove,TraDove (BBC),0,856119,/media/30002148/bbc.png,BBC,N/A,N/A,2598,False,BBC,400000000,N/A,/coins/bbc/overview
BBCC,Scrypt,BaseballCardCoin,BaseballCardCoin (BBCC),0,29554,/media/351658/bbcc.png,BBCC,N/A,PoW/PoS,813,False,BBCC,19000000,N/A,/coins/bbcc/overview
BBI,N/A,BelugaPay,BelugaPay (BBI),0,811566,/media/30001684/bbi.png,BBI,N/A,N/A,2455,False,BBI,90000000,N/A,/coins/bbi/overview
BBK,Scrypt,BitBlocks,BitBlocks (BBK),0,863235,/media/30002250/bbk.jpg,BBK,N/A,PoW/PoS,2640,False,BBK,500000000,N/A,/coins/bbk/overview
BBN,N/A,BBNCOIN,BBNCOIN (BBN),0,843613,/media/30001968/bbn.jpg,BBN,N/A,PoW,2535,False,BBN,100000000,N/A,/coins/bbn/overview
BBN*,N/A,Banyan Network,Banyan Network (BBN*),0,847177,/media/30002013/bbn2.jpg,BBN*,N/A,N/A,2549,False,BBN*,1000000000,N/A,/coins/bbnstar/overview
BBP,Proof-of-BibleHash,BiblePay,BiblePay (BBP),0,779041,/media/27010855/bbp.png,BBP,N/A,POBh,2340,False,BBP,5200000000,N/A,/coins/bbp/overview
BBR,X11,Boolberry,Boolberry (BBR),0,5343,/media/19609/bbr.png,BBR,N/A,PoW,311,False,BBR,18450000,N/A,/coins/bbr/overview
BBT,N/A,BitBoost,BitBoost (BBT),0,398648,/media/15887410/bbt.png,BBT,N/A,N/A,1870,False,BBT,100000000,N/A,/coins/bbt/overview
BBT*,N/A,BrickBlock,BrickBlock (BBT*),0,198474,/media/1383883/bbt.png,BBT*,N/A,N/A,1403,False,BBT*,N/A,N/A,/coins/bbtstar/overview
BCA,SHA256,Bitcoin Atom,Bitcoin Atom (BCA),0,767384,/media/27010760/bca-2.jpg,BCA,N/A,PoW/PoS,2278,False,BCA,21000000,N/A,/coins/bca/overview
BCAP,N/A,Blockchain Capital,Blockchain Capital (BCAP),0,72955,/media/1383948/bcap1.png,BCAP,N/A,N/A,1204,False,BCAP,10000000,N/A,/coins/bcap/overview
BCCOIN,Scrypt,BitConnect Coin,BitConnect Coin (BCCOIN),0,35165,/media/9350709/bccoin1.png,BCCOIN,N/A,PoW/PoS,957,False,BCCOIN,28000000,N/A,/coins/bccoin/overview
BCD,X13,Bitcoin Diamond,Bitcoin Diamond (BCD),0,409492,/media/16404872/bcd.png,BCD,N/A,PoW/PoS,1895,False,BCD,210000000,N/A,/coins/bcd/overview
BCD*,N/A,BitCAD,BitCAD (BCD*),0,419930,/media/16746454/bcd.png,BCD*,N/A,N/A,1913,False,BCD*,100000000,N/A,/coins/bcdstar/overview
BCDN,N/A,BlockCDN ,BlockCDN  (BCDN),0,732197,/media/27010517/1.png,BCDN,N/A,N/A,2188,False,BCDN,1000000000,N/A,/coins/bcdn/overview
BCF,Scrypt,BitcoinFast,BitcoinFast (BCF),0,34854,/media/352189/btf.png,BCF,N/A,PoW/PoS,953,False,BCF,33000000,N/A,/coins/bcf/overview
BCH,SHA256,Bitcoin Cash / BCC,Bitcoin Cash / BCC (BCH),0,202330,/media/1383919/bch.jpg,BCH,N/A,PoW,1425,False,BCH,21000000,N/A,/coins/bch/overview
BCI,Equihash,Bitcoin Interest,Bitcoin Interest (BCI),0,855539,/media/30002141/bci.jpg,BCI,N/A,PoW,2596,False,BCI,22300000,N/A,/coins/bci/overview
BCN,CryptoNight,ByteCoin,ByteCoin (BCN),0,5280,/media/12318404/bcn.png,BCN,N/A,PoW,249,False,BCN,184467440735,N/A,/coins/bcn/overview
BCO*,Scrypt,BridgeCoin,BridgeCoin (BCO),0,422188,/media/16746477/bco.png,BCO,N/A,PoW,1915,False,BCO*,27000000,N/A,/coins/bco/overview
BCOIN,N/A,BannerCoin,BannerCoin (BCOIN),0,536905,/media/16746742/bcoin.png,BCOIN,N/A,N/A,1994,False,BCOIN,100000000,N/A,/coins/bcoin/overview
BCPT,N/A,BlockMason Credit Protocol,BlockMason Credit Protocol (BCPT),0,374281,/media/16746476/bcpt.png,BCPT,N/A,N/A,1815,False,BCPT,116158667,N/A,/coins/bcpt/overview
BCR,Momentum,BitCredit,BitCredit (BCR),0,5345,/media/20198/bcr.png,BCR,N/A,PoW,313,False,BCR,210000000,N/A,/coins/bcr/overview
BCR*,N/A,Bitcoin Royal,Bitcoin Royal (BCR*),1,784396,/media/27010899/bcr.jpg,BCR*,N/A,N/A,2364,False,BCR*,7200000,N/A,/coins/bcrstar/overview
BCT,N/A,Blockchain Terminal,Blockchain Terminal (BCT),0,810848,/media/30001675/bct.png,BCT,N/A,N/A,2450,True,BCT,900000000,N/A,/coins/bct/overview
BCX,SHA256,BattleCoin,BattleCoin (BCX),0,4335,/media/19620/bcx.png,BCX,N/A,PoS,49,False,BCX,100000000,N/A,/coins/bcx/overview
BCX*,DPoS,BitcoinX,BitcoinX (BCX*),0,536213,/media/16746738/bcx.png,BCX*,N/A,DPoS,1991,False,BCX*,210000000000,N/A,/coins/bcxstar/overview
BCY,Counterparty,BitCrystals,BitCrystals (BCY),1,20315,/media/350903/bcy.png,BCY,N/A,N/A,524,False,BCY,100000000,N/A,/coins/bcy/overview
BDG,N/A,BitDegree,BitDegree (BDG),0,423754,/media/16746482/bdg.png,BDG,N/A,N/A,1917,False,BDG,660000000,N/A,/coins/bdg/overview
BDL,Scrypt,Bitdeal,Bitdeal (BDL),0,374294,/media/14913539/bdl.png,BDL,N/A,PoW,1816,False,BDL,300000000,N/A,/coins/bdl/overview
BDP,N/A,Bidipass,Bidipass (BDP),0,858205,/media/30002167/bdp.png,BDP,N/A,N/A,2605,False,BDP,N/A,N/A,/coins/bdp/overview
BDR,N/A,BlueDragon,BlueDragon (BDR),0,372637,/media/14913485/bdr.png,BDR,N/A,N/A,1805,False,BDR,728121985,N/A,/coins/bdr/overview
BEE,N/A,Bee Token,Bee Token (BEE),0,764334,/media/27010700/bee.png,BEE,N/A,N/A,2258,False,BEE,500000000,N/A,/coins/bee/overview
BELA,Scrypt,BelaCoin,BelaCoin (BELA),0,21239,/media/351933/bela.jpg,BELA,N/A,PoW,605,False,BELA,54000000,N/A,/coins/bela/overview
BEN,SHA256,Benjamins,Benjamins (BEN),0,4336,/media/19617/ben.png,BEN,N/A,PoW,50,False,BEN,12800000,N/A,/coins/ben/overview
BENJI,Scrypt,BenjiRolls,BenjiRolls (BENJI),0,71884,/media/1383163/benji.png,BENJI,N/A,PoW,1202,False,BENJI,35520400,N/A,/coins/benji/overview
BERN,X14,BERNcash,BERNcash (BERN),0,20817,/media/350973/bern.png,BERN,N/A,PoW/PoS,573,False,BERN,N/A,N/A,/coins/bern/overview
BERRY,N/A,Rentberry,Rentberry (BERRY),1,784762,/media/27010907/berry.jpg,BERRY,N/A,N/A,2369,False,BERRY,301473027.68713226,N/A,/coins/berry/overview
BEST,Scrypt,BestChain,BestChain (BEST),0,56246,/media/1382805/best.jpg,BEST,N/A,PoW/PoS ,1138,False,BEST,N/A,N/A,/coins/best/overview
BET,SHA256,BetaCoin,BetaCoin (BET),0,4337,/media/19621/bet.png,BET,N/A,PoW,51,False,BET,32000000,N/A,/coins/bet/overview
BET*,N/A,DAO.casino,DAO.casino (BET*),0,177831,/media/1383729/bet.png,BET*,N/A,N/A,1298,False,BET*,167270821,N/A,/coins/betstar/overview
BETR,N/A,BetterBetting,BetterBetting (BETR),0,749857,/media/27010594/betr_logo.png,BETR,N/A,N/A,2211,False,BETR,650000000,N/A,/coins/betr/overview
BETT,N/A,Bettium,Bettium (BETT),0,879856,/media/32655922/bett.jpg,BETT,N/A,N/A,2704,False,BETT,1000000000,N/A,/coins/bett/overview
BEX,N/A,BEX token,BEX token (BEX),0,850836,/media/30002102/bex.png,BEX,N/A,N/A,2583,False,BEX,21000000,N/A,/coins/bex/overview
BEZ,N/A,Bezop,Bezop (BEZ),0,811575,/media/30001686/bez.jpg,BEZ,N/A,N/A,2456,False,BEZ,89267250,N/A,/coins/bez/overview
BFDT,N/A,Befund,Befund (BFDT),0,883311,/media/32655938/bfdt.jpg,BFDT,N/A,N/A,2708,False,BFDT,2000000000,N/A,/coins/bfdt/overview
BFT,N/A,BF Token,BF Token (BFT),0,710240,/media/25792654/bft.png,BFT,N/A,N/A,2130,False,BFT,1000000000,N/A,/coins/bft/overview
BFX,N/A,BitFinex Tokens,BitFinex Tokens (BFX),1,25238,/media/19554/bitfinex.png,BFX,N/A,N/A,699,False,BFX,32000000,N/A,/coins/bfx/overview
BHC,Quark,BighanCoin,BighanCoin (BHC),0,29559,/media/351660/bhc.png,BHC,N/A,PoW,815,False,BHC,411000000,N/A,/coins/bhc/overview
BHC*,Scrypt,BlackholeCoin,BlackholeCoin (BHC*),0,369029,/media/14913434/bhc.png,BHC*,N/A,PoW/PoS,1781,False,BHC*,14788275.991,N/A,/coins/bhcstar/overview
BIC,CryptoNight,Bikercoins,Bikercoins (BIC),0,41587,/media/1382337/bic.png,BIC,N/A,PoW,1033,False,BIC,25000000,N/A,/coins/bic/overview
BIFI,N/A,BitcoinFile,BitcoinFile (BIFI),0,771805,/media/27010817/bifi.png,BIFI,N/A,PoS,2312,False,BIFI,21000000000,N/A,/coins/bifi/overview
BIGUP,N/A,BigUp,BigUp (BIGUP),1,20819,/media/350980/bigup.png,BIGUP,N/A,PoS,574,False,BIGUP,4000000000,N/A,/coins/bigup/overview
BINS,N/A,Bitsense,Bitsense (BINS),0,799897,/media/27011047/bins.jpg,BINS,N/A,N/A,2423,False,BINS,10000000,N/A,/coins/bins/overview
BIO,N/A,Biocoin,Biocoin (BIO),0,484355,/media/16746639/bio.png,BIO,N/A,N/A,1963,False,BIO,10000000000,N/A,/coins/bio/overview
BIOB,SHA256D,BioBar,BioBar (BIOB),0,50734,/media/1382739/biob.png,BIOB,N/A,PoW/PoS,1117,False,BIOB,60000000,N/A,/coins/biob/overview
BIOS,Quark,BiosCrypto,BiosCrypto (BIOS),0,20209,/media/350894/bios.png,BIOS,N/A,PoW/PoS,514,False,BIOS,20190463.54969237,N/A,/coins/bios/overview
BIP,CryptoNight,BipCoin,BipCoin (BIP),0,33936,/media/352108/bip.png,BIP,N/A,PoW,924,False,BIP,18446744,N/A,/coins/bip/overview
BIS,N/A,Bismuth,Bismuth (BIS),0,322963,/media/12318191/bis.png,BIS,N/A,PoW,1638,False,BIS,109999978,N/A,/coins/bis/overview
BIT,N/A,BitRewards,BitRewards (BIT),0,813335,/media/30001705/bit.png,BIT,N/A,N/A,2463,False,BIT,N/A,N/A,/coins/bit/overview
BIT16,NIST5,16BitCoin,16BitCoin (BIT16),0,22333,/media/20181/16bit.png,BIT16,N/A,PoW/PoS,661,False,BIT16,16000000,N/A,/coins/bit16/overview
BITB,SHA256,BitBean,BitBean (BITB),0,4338,/media/350879/bitb.png,BITB,N/A,PoW/PoS,52,False,BITB,50000000000,N/A,/coins/bitb/overview
BITCAR,N/A,BitCar,BitCar (BITCAR),0,789256,/media/27010931/bitcar.png,BITCAR,N/A,N/A,2385,False,BITCAR,500000,N/A,/coins/bitcar/overview
BITCNY,N/A,bitCNY,bitCNY (BITCNY),1,28019,/media/351490/bitcny.png,BITCNY,N/A,N/A,727,False,BITCNY,100000000000,N/A,/coins/bitcny/overview
BITG,Green Protocol,Bitcoin Green,Bitcoin Green (BITG),0,860065,/media/30002176/bitg.jpg,BITG,N/A,PoS,2610,False,BITG,21000000,N/A,/coins/bitg/overview
BITOK,Scrypt,BitOKX,BitOKX (BITOK),0,81445,/media/1383282/bitok.jpg,BITOK,N/A,PoS,1225,False,BITOK,N/A,N/A,/coins/bitok/overview
BITS,Scrypt,BitstarCoin,BitstarCoin (BITS),0,5368,/media/19622/bits.png,BITS,N/A,PoW/PoS,336,False,BITS,54256119,N/A,/coins/bits/overview
BITSD,N/A,Bits Digit,Bits Digit (BITSD),0,198251,/media/1383878/bitsd.png,BITSD,N/A,N/A,1398,False,BITSD,N/A,N/A,/coins/bitsd/overview
BITUSD,N/A,bitUSD,bitUSD (BITUSD),0,28021,/media/351491/bitusd.png,BITUSD,N/A,N/A,728,False,BITUSD,100000000000,N/A,/coins/bitusd/overview
BITZ,N/A,Bitz Coin,Bitz Coin (BITZ),0,7626,/media/20654/bitz.png,BITZ,N/A,PoS,439,False,BITZ,0,N/A,/coins/bitz/overview
BIX,N/A,BiboxCoin,BiboxCoin (BIX),0,757969,/media/27010664/bix.png,BIX,N/A,N/A,2240,False,BIX,271520349.0486829755655,N/A,/coins/bix/overview
BKC,CryptoNight,Balkancoin,Balkancoin (BKC),0,860049,/media/30002175/bkc.jpg,BKC,N/A,PoW,2609,False,BKC,N/A,N/A,/coins/bkc/overview
BKX,N/A,BANKEX,BANKEX (BKX),0,241757,/media/14913571/bkx.png,BKX,N/A,N/A,1525,False,BKX,400000000,N/A,/coins/bkx/overview
BLAS,Blake2S,BlakeStar,BlakeStar (BLAS),0,253707,/media/25792611/blas.png,BLAS,N/A,PoW/PoS,1547,False,BLAS,2400000000,N/A,/coins/blas/overview
BLAZR,Scrypt,BlazerCoin,BlazerCoin (BLAZR),0,60424,/media/1382946/blazr.png,BLAZR,N/A,PoW,1161,False,BLAZR,294336000,N/A,/coins/blazr/overview
BLC,Blake,BlakeCoin,BlakeCoin (BLC),0,5362,/media/19623/blc.png,BLC,N/A,PoW,330,False,BLC,7000000000,N/A,/coins/blc/overview
BLITZ,X13,BlitzCoin,BlitzCoin (BLITZ),0,15879,/media/350612/blitz.png,BLITZ,N/A,PoS,485,False,BLITZ,3852156,N/A,/coins/blitz/overview
BLK,Scrypt,BlackCoin,BlackCoin (BLK),0,4339,/media/351795/blk.png,BLK,N/A,PoS,54,False,BLK,N/A,N/A,/coins/blk/overview
BLN*,N/A,Bolenum,Bolenum (BLN*),0,694303,/media/25792607/bln.png,BLN*,N/A,N/A,2111,False,BLN*,10000000,N/A,/coins/blnstar/overview
BLOCK,N/A,BlockNet,BlockNet (BLOCK),0,5305,/media/20204/block.png,BLOCK,N/A,PoW/PoS,274,False,BLOCK,N/A,N/A,/coins/block/overview
BLOCKPAY,N/A,BlockPay,BlockPay (BLOCKPAY),0,28204,/media/351508/blockpay.png,BLOCKPAY,N/A,N/A,745,False,BLOCKPAY,100000000,N/A,/coins/blockpay/overview
BLRY,Scrypt,BillaryCoin,BillaryCoin (BLRY),0,20336,/media/350908/blry.png,BLRY,N/A,PoW/PoS,527,False,BLRY,42000000,N/A,/coins/blry/overview
BLT,N/A,Bloom Token,Bloom Token (BLT),0,638634,/media/20780668/blt.png,BLT,N/A,N/A,2039,False,BLT,150000000,N/A,/coins/blt/overview
BLU,X11,BlueCoin,BlueCoin (BLU),0,4340,/media/19624/blu.png,BLU,N/A,PoW/PoS,53,False,BLU,500000000,N/A,/coins/blu/overview
BLUE,N/A,Ethereum Blue,Ethereum Blue (BLUE),0,350048,/media/12318407/blue.png,BLUE,N/A,N/A,1740,False,BLUE,42000000,N/A,/coins/blue/overview
BLX,N/A,Blockchain Index,Blockchain Index (BLX),0,241634,/media/9350748/blx.png,BLX,N/A,N/A,1524,False,BLX,372601.2965,N/A,/coins/blx/overview
BLZ,N/A,Bluzelle,Bluzelle (BLZ),0,752710,/media/27010607/1.png,BLZ,N/A,N/A,2216,False,BLZ,500000000,N/A,/coins/blz/overview
BM,X13,BitMoon,BitMoon (BM),0,24405,/media/351311/bm.png,BM,N/A,PoS,691,False,BM,100000000,N/A,/coins/bm/overview
BM*,N/A,Bitcomo,Bitcomo (BM*),0,345544,/media/12318361/bm.png,BM*,N/A,N/A,1722,False,BM*,170000000,N/A,/coins/bmstar/overview
BMC,N/A,Blackmoon Crypto,Blackmoon Crypto (BMC),0,304184,/media/12318008/bmc.png,BMC,N/A,N/A,1579,False,BMC,60000000,N/A,/coins/bmc/overview
BMH,N/A,BlockMesh,BlockMesh (BMH),0,843515,/media/30001961/mesh.jpg,BMH,N/A,N/A,2528,False,BMH,2000000000,N/A,/coins/bmh/overview
BMT,N/A,BMChain,BMChain (BMT),0,481737,/media/16746638/bmt.png,BMT,N/A,N/A,1962,False,BMT,1000000000,N/A,/coins/bmt/overview
BMXT,Scrypt,Bitmxittz,Bitmxittz (BMXT),0,213113,/media/1383984/bmxt.png,BMXT,N/A,PoW/PoS,1444,False,BMXT,10000,N/A,/coins/bmxt/overview
BNB,N/A,Binance Coin,Binance Coin (BNB),0,204788,/media/1383947/bnb.png,BNB,N/A,N/A,1432,False,BNB,200000000,N/A,/coins/bnb/overview
BNB*,X11,Boats and Bitches,Boats and Bitches (BNB*),0,60622,/media/1382967/bnb.png,BNB*,N/A,PoS,1163,False,BNB*,696969,N/A,/coins/bnbstar/overview
BNC,N/A,Benjacoin,Benjacoin (BNC),0,215570,/media/1383991/bnc.png,BNC,N/A,N/A,1448,False,BNC,1000000000,N/A,/coins/bnc/overview
BNK,N/A,Bankera,Bankera (BNK),0,384605,/media/14913602/bnk.png,BNK,N/A,N/A,1843,False,BNK,25000000000,N/A,/coins/bnk/overview
BNT,N/A,Bancor Network Token,Bancor Network Token (BNT),0,22327,/media/1383549/bnt.jpg,BNT,N/A,N/A,657,False,BNT,79323978,N/A,/coins/bnt/overview
BNTY,N/A,Bounty0x,Bounty0x (BNTY),0,543363,/media/20780588/bnty.png,BNTY,N/A,N/A,1997,False,BNTY,500000000,N/A,/coins/bnty/overview
BNX,X11,BnrtxCoin,BnrtxCoin (BNX),0,56682,/media/1382853/bnx.png,BNX,N/A,PoW,1143,False,BNX,210000000,N/A,/coins/bnx/overview
BOAT,HMQ1725,Doubloon,Doubloon (BOAT),0,57742,/media/1382866/boat.png,BOAT,N/A,PoW/PoS,1150,False,BOAT,500000000,N/A,/coins/boat/overview
BOB*,Scrypt,Bob Coin,Bob Coin (BOB*),0,7635,/media/20207/bob.png,BOB*,N/A,PoW,442,False,BOB*,21000000,N/A,/coins/bobstar/overview
BOG,SHA256,Bogcoin,Bogcoin (BOG),0,188677,/media/1383826/bog.png,BOG,N/A,PoW,1371,False,BOG,21212121,N/A,/coins/bog/overview
BOLD,N/A,Bold,Bold (BOLD),0,800034,/media/27011051/bold.jpg,BOLD,N/A,N/A,2427,False,BOLD,7777777,N/A,/coins/bold/overview
BOLI,X11,BolivarCoin,BolivarCoin (BOLI),0,21357,/media/351008/boli.png,BOLI,N/A,PoW,607,False,BOLI,25000000,N/A,/coins/boli/overview
BOMB,Scrypt,BombCoin,BombCoin (BOMB),0,42110,/media/1382384/bomb.png,BOMB,N/A,PoW/PoS,1049,False,BOMB,4516129032,N/A,/coins/bomb/overview
BON,Scrypt,BonesCoin,BonesCoin (BON*),0,21869,/media/351045/bon_1.png,BON*,N/A,PoS,630,False,BON,N/A,N/A,/coins/bonstar/overview
BON*,N/A,Bonpay,Bonpay (BON),0,346775,/media/12318368/bon.png,BON,N/A,N/A,1725,False,BON*,21745688.353416168378405037,N/A,/coins/bon/overview
BOOM,X13,BOOM Coin,BOOM Coin (BOOM),0,5378,/media/20208/boom.png,BOOM,N/A,PoW/PoS,346,False,BOOM,0,N/A,/coins/boom/overview
BOS,N/A,BOScoin,BOScoin (BOS),0,116384,/media/1383521/bos.png,BOS,N/A,mFBA,1245,False,BOS,500000000,N/A,/coins/bos/overview
BOSON,X11,BosonCoin,BosonCoin (BOSON),0,33869,/media/352083/boson.png,BOSON,N/A,PoW/PoS,919,False,BOSON,5000000000,N/A,/coins/boson/overview
BOSS,SHA256,BitBoss,BitBoss (BOSS),0,41125,/media/1382289/boss.png,BOSS,N/A,PoW/PoS,1031,False,BOSS,N/A,N/A,/coins/boss/overview
BOST,X13,BoostCoin,BoostCoin (BOST),0,4342,/media/19626/bost.png,BOST,N/A,PoW/PoS,56,False,BOST,N/A,N/A,/coins/bost/overview
BOT,N/A,Bodhi,Bodhi (BOT),0,660947,/media/20780753/bot.png,BOT,N/A,N/A,2061,False,BOT,100000000,N/A,/coins/bot/overview
BOTC,N/A,BotChain,BotChain (BOTC),0,838249,/media/30001908/untitled-1.png,BOTC,N/A,N/A,2514,False,BOTC,40000000,N/A,/coins/botc/overview
BOTS,N/A,ArkDAO,ArkDAO (BOTS),0,28125,/media/351499/bot.png,BOTS,N/A,N/A,736,False,BOTS,N/A,N/A,/coins/bots/overview
BOU,N/A,Boulle,Boulle (BOU),0,241804,/media/9350750/bou.jpg,BOU,N/A,N/A,1526,False,BOU,N/A,N/A,/coins/bou/overview
BOXY,Scrypt,BoxyCoin,BoxyCoin (BOXY),0,465681,/media/16746605/boxy.png,BOXY,N/A,PoW,1954,False,BOXY,100000000,N/A,/coins/boxy/overview
BPL,DPoS,BlockPool,BlockPool (BPL),0,384729,/media/14913604/bpl.png,BPL,N/A,N/A,1845,False,BPL,N/A,N/A,/coins/bpl/overview
BPT,N/A,Blockport,Blockport (BPT),0,715749,/media/27010454/bpt.png,BPT,N/A,N/A,2146,False,BPT,69434799.629211243921141504,N/A,/coins/bpt/overview
BQ,N/A,Bitqy,Bitqy (BQ),0,340125,/media/12318325/bq.png,BQ,N/A,N/A,1699,False,BQ,10000000000,N/A,/coins/bq/overview
BQC,Scrypt,BQCoin,BQCoin (BQC),0,4343,/media/19631/bqc.png,BQC,N/A,PoW,57,False,BQC,88000000,N/A,/coins/bqc/overview
BQX,N/A,Ethos,Ethos (ETHOS),0,141464,/media/16404851/ethos.png,ETHOS,N/A,N/A,1269,False,BQX,222295208.2384,N/A,/coins/ethos/overview
BRAIN,X11,BrainCoin,BrainCoin (BRAIN),0,30373,/media/351753/brain.png,BRAIN,N/A,PoW/PoS,853,False,BRAIN,22000000,N/A,/coins/brain/overview
BRAT,N/A,BROTHER,BROTHER (BRAT),0,357734,/media/25792621/brat.png,BRAT,N/A,N/A,1756,False,BRAT,1000000000,N/A,/coins/brat/overview
BRC,N/A,BrightCoin,BrightCoin (BRC),0,679231,/media/20780798/brc.png,BRC,N/A,N/A,2087,False,BRC,70000000,N/A,/coins/brc/overview
BRC*,N/A,BinaryCoin,BinaryCoin (BRC*),0,683943,/media/25792572/brc.png,BRC*,N/A,N/A,2096,False,BRC*,10000000,N/A,/coins/brcstar/overview
BRD,N/A,Bread token,Bread token (BRD),0,543502,/media/20780589/brd.png,BRD,N/A,N/A,1998,False,BRD,88862718,N/A,/coins/brd/overview
BRDD,Scrypt,BeardDollars,BeardDollars (BRDD),0,33875,/media/352086/brdd.png,BRDD,N/A,PoW/PoS,922,False,BRDD,21212121,N/A,/coins/brdd/overview
BRIA,Scrypt,Briacoin,Briacoin (BRIA),0,849782,/media/30002084/bria.jpg,BRIA,N/A,PoW/PoS,2573,False,BRIA,3000000,N/A,/coins/bria/overview
BRIT,X13,BritCoin,BritCoin (BRIT),0,182416,/media/1383777/brit.png,BRIT,N/A,PoW/PoS,1335,False,BRIT,30000000,N/A,/coins/brit/overview
BRK,SHA256,BreakoutCoin,BreakoutCoin (BRK),0,20892,/media/350981/brk.png,BRK,N/A,PoW/PoS,581,False,BRK,N/A,N/A,/coins/brk/overview
BRO,PoS,Bitradio,Bitradio (BRO),0,234982,/media/9350701/bro.png,BRO,N/A,PoS,1503,False,BRO,N/A,N/A,/coins/bro/overview
BRONZ,Scrypt,BitBronze,BitBronze (BRONZ),0,28888,/media/351566/bronz.png,BRONZ,N/A,PoW,784,False,BRONZ,4502400,N/A,/coins/bronz/overview
BRX,N/A,Breakout Stake,Breakout Stake (BRX),0,299415,/media/12317960/brx.png,BRX,N/A,PoW/PoS,1568,False,BRX,N/A,N/A,/coins/brx/overview
BS,X11,BlackShadowCoin,BlackShadowCoin (BS),0,30175,/media/351737/bs.png,BS,N/A,PoW/PoS,843,False,BS,2100000000,N/A,/coins/bs/overview
BSC,X11,BowsCoin,BowsCoin (BSC),0,7482,/media/20601/bsc.png,BSC,N/A,PoW,419,False,BSC,21000000,N/A,/coins/bsc/overview
BSD*,X11,BitSend,BitSend (BSD*),0,22329,/media/351086/bsd.png,BSD*,N/A,PoW/PoS,659,False,BSD*,139000000,N/A,/coins/bsdstar/overview
