,Algorithm,BuiltOn,CoinName,FullName,FullyPremined,Id,ImageUrl,Name,PreMinedValue,ProofType,SmartContractAddress,SortOrder,Sponsored,Symbol,TotalCoinSupply,TotalCoinsFreeFloat,Url
KDC,Scrypt,N/A,Klondike Coin,Klondike Coin (KDC),0,4545,/media/19766/kdc.png,KDC,N/A,PoW,N/A,141,False,KDC,20000000,N/A,/coins/kdc/overview
KEC,Tribus,N/A,KEYCO,KEYCO (KEC),0,890623,/media/33187895/rsz_x8rkuu1o_400x400-1.png,KEC,N/A,PoW,N/A,2751,False,KEC,18000000,N/A,/coins/kec/overview
KED,Scrypt,N/A,Klingon Empire Darsek,Klingon Empire Darsek (KED),0,42435,/media/1382390/ked.png,KED,N/A,PoW/PoS,N/A,1052,False,KED,500000000,N/A,/coins/ked/overview
KEK,POS 2.0,N/A,KekCoin,KekCoin (KEK),0,368743,/media/14913432/kek.png,KEK,N/A,PoS,N/A,1779,False,KEK,21000000,N/A,/coins/kek/overview
KEN,N/A,7605,Kencoin,Kencoin (KEN),0,205967,/media/1383953/kencoin.png,KEN,N/A,N/A,0xbf4a29269bf3a5c351c2af3a9c9ed81b07129ce4,1434,False,KEN,1000000000,N/A,/coins/ken/overview
KEP,N/A,7605,Kepler,Kepler (KEP),0,883514,/media/32655941/kep.png,KEP,N/A,N/A,0x7c5cf07b5c7d4b7f7cd001e96ec7e7189a155773,2709,False,KEP,100000000,N/A,/coins/kep/overview
KETAN,PoS,N/A,Ketan,Ketan (KETAN),0,916860,/media/34333423/ketan.jpg,KETAN,N/A,PoS,N/A,3004,False,KETAN,210000000,N/A,/coins/ketan/overview
KEX,N/A,5039,KexCoin,KexCoin (KEX),0,234766,/media/9350699/kex.png,KEX,N/A,N/A,N/A,1501,False,KEX,10000000,N/A,/coins/kex/overview
KEY,N/A,7605,SelfKey,SelfKey (KEY),0,360299,/media/14761912/key.png,KEY,N/A,N/A,0x4cc19356f2d37338b9802aa8e8fc58b0373296e7,1759,False,KEY,6000000000,N/A,/coins/key/overview
KEY*,X13,N/A,KeyCoin,KeyCoin (KEY*),0,4546,/media/20331/key.png,KEY*,N/A,PoW/PoS,N/A,142,False,KEY*,1000000,N/A,/coins/keystar/overview
KGC,Scrypt,N/A,KrugerCoin,KrugerCoin (KGC),0,4547,/media/19763/kgc.png,KGC,N/A,PoW,N/A,143,False,KGC,265420800,N/A,/coins/kgc/overview
KICK,N/A,7605,KickCoin,KickCoin (KICK),0,202849,/media/1383929/kick.png,KICK,N/A,N/A,0x27695e09149adc738a978e9a678f99e4c39e9eb9,1429,False,KICK,476222009,N/A,/coins/kick/overview
KIN,N/A,7605,Kin,Kin (KIN),0,177918,/media/1383731/kin.png,KIN,N/A,N/A,0x818fc6c2ec5986bc6e2cbf00939d90556ab12ce5,1300,False,KIN,10000000000000,N/A,/coins/kin/overview
KIND,N/A,7605,Kind Ads,Kind Ads (KIND),0,810794,/media/30001674/untitled-1.png,KIND,N/A,N/A,0x4618519de4c304f3444ffa7f812dddc2971cc688,2449,False,KIND,61000000,N/A,/coins/kind/overview
KING,N/A,20131,King93,King93 (KING),0,196560,/media/1383862/king.png,KING,N/A,N/A,N/A,1390,False,KING,50000000,N/A,/coins/king/overview
KLC,Scrypt,N/A,KiloCoin,KiloCoin (KLC),0,33405,/media/352024/klc.png,KLC,N/A,PoW,N/A,910,False,KLC,10000000000,N/A,/coins/klc/overview
KLKS,Quark,N/A,Kalkulus,Kalkulus (KLKS),0,517193,/media/16746667/klk.png,KLKS,N/A,PoS,N/A,1973,False,KLKS,20000000,N/A,/coins/klks/overview
KMD,Equihash,N/A,Komodo,Komodo (KMD),0,26132,/media/351408/kmd.png,KMD,N/A,dPoW/PoW,N/A,716,False,KMD,200000000,N/A,/coins/kmd/overview
KNC,N/A,7605,Kyber Network,Kyber Network (KNC),0,310497,/media/12318084/knc.png,KNC,N/A,N/A,0xdd974d5c2e2928dea5f71b9825b8b646686bd200,1595,False,KNC,226000000,N/A,/coins/knc/overview
KNC**,Scrypt,N/A,KingN Coin,KingN Coin (KNC**),0,402805,/media/16404850/knc.png,KNC**,N/A,PoW/PoS,N/A,1879,False,KNC**,420000,N/A,/coins/kncstarstar/overview
KNG,X11,N/A,BetKings,BetKings (KNG),0,899007,/media/33434289/kng.jpg,KNG,N/A,PoS,N/A,2803,False,KNG,8148139,N/A,/coins/kng/overview
KNW,N/A,7605,Knowledge ,Knowledge  (KNW),0,812669,/media/30001710/knowledge-icon-stroke-3.png,KNW,N/A,N/A,0x12498e9869D6d2Ae0B425b7b0d6B1d0Ef4397fc7,2461,False,KNW,150000000,N/A,/coins/knw/overview
KOBO,X15,N/A,KoboCoin,KoboCoin (KOBO),0,3642,/media/20329/kobo.png,KOBO,N/A,PoW/PoS,N/A,22,False,KOBO,350000000,N/A,/coins/kobo/overview
KOLION,N/A,20131,Kolion,Kolion (KOLION),1,339431,/media/12318295/kolion.png,KOLION,N/A,N/A,N/A,1687,False,KOLION,1000000,N/A,/coins/kolion/overview
KORE,X13,N/A,Kore,Kore (KORE),0,5318,/media/14543972/kore.png,KORE,N/A,PoW/PoS,N/A,287,False,KORE,13200000,N/A,/coins/kore/overview
KR,Dagger-Hashimoto,N/A,Krypton,Krypton (KR),0,20822,/media/350974/kr.png,KR,N/A,PoW,N/A,575,False,KR,N/A,N/A,/coins/kr/overview
KRAK,SHA256,N/A,Kraken,Kraken (KRAK),0,23741,/media/351236/krak.png,KRAK,N/A,PoW/PoS,N/A,683,False,KRAK,20 000 000,N/A,/coins/krak/overview
KRB,CryptoNight,N/A,Karbo,Karbo (KRB),0,28154,/media/25792684/krb.png,KRB,N/A,PoW,N/A,741,False,KRB,10000000,N/A,/coins/krb/overview
KRC,X11,N/A,KRCoin,KRCoin (KRC),0,30379,/media/351755/krc.png,KRC,N/A,PoW,N/A,855,False,KRC,N/A,N/A,/coins/krc/overview
KREDS,Lyra2REv2,N/A,KREDS,KREDS (KREDS),0,777643,/media/27010837/kreds.png,KREDS,N/A,PoW,N/A,2329,False,KREDS,1100000000,N/A,/coins/kreds/overview
KRL,N/A,7605,Kryll,Kryll (KRL),0,877048,/media/32655864/krl.jpg,KRL,N/A,N/A,0x464ebe77c293e473b48cfe96ddcf88fcf7bfdac0,2684,False,KRL,49417348,N/A,/coins/krl/overview
KRM,Groestl,N/A,Karma,Karma (KRM),0,771553,/media/27010812/krm.png,KRM,N/A,PoS,N/A,2307,False,KRM,3000000000,N/A,/coins/krm/overview
KRONE,Scrypt,N/A,Kronecoin,Kronecoin (KRONE),0,247703,/media/9350770/krone.png,KRONE,N/A,PoW,N/A,1538,False,KRONE,84000000,N/A,/coins/krone/overview
KRP,N/A,7605,Kryptoin,Kryptoin (KRP),0,925118,/media/34478133/krp.png,KRP,N/A,PoS,N/A,3231,False,KRP,1798043,N/A,/coins/krp/overview
KRX,N/A,4614,RAVN Korrax ,RAVN Korrax  (KRX),0,909913,/media/34077460/krx.png,KRX,N/A,N/A,N/A,2914,False,KRX,2000000000,N/A,/coins/krx/overview
KST,Scrypt,N/A,StarKST,StarKST (KST),0,925349,/media/34478260/starkst.png,KST,N/A,PoW,N/A,3287,False,KST,6000000000,N/A,/coins/kst/overview
KTK,Scrypt,N/A,KryptCoin,KryptCoin (KTK),0,5311,/media/19771/ktk.png,KTK,N/A,PoS,N/A,280,False,KTK,17000000,N/A,/coins/ktk/overview
KUBO,Scrypt,N/A,KubosCoin,KubosCoin (KUBO),0,22262,/media/351077/kubo.png,KUBO,N/A,PoW/PoS,N/A,650,False,KUBO,2940000,N/A,/coins/kubo/overview
KURT,X11,N/A,Kurrent,Kurrent (KURT),0,34602,/media/352155/kurt.png,KURT,N/A,PoW,N/A,944,False,KURT,228000000,N/A,/coins/kurt/overview
KUSH,X11,N/A,KushCoin,KushCoin (KUSH),0,42687,/media/1382401/kush.png,KUSH,N/A,PoW/PoS,N/A,1060,False,KUSH,9354000,N/A,/coins/kush/overview
KVT,N/A,7605,Kinesis Velocity Token ,Kinesis Velocity Token  (KVT),0,924899,/media/34478026/kvt.png,KVT,N/A,N/A,N/A,3173,False,KVT,300000,N/A,/coins/kvt/overview
KVT*,N/A,7605,Kvantor,Kvantor (KVT*),0,925362,/media/34478269/kvt1.png,KVT*,N/A,N/A,0x96c8aa08b1712dDe92f327c0dC7c71EcE6c06525,3291,False,KVT*,100000000,N/A,/coins/kvtstar/overview
KWH,N/A,7605,KWHCoin,KWHCoin (KWH),0,856128,/media/30002147/kwh.jpg,KWH,N/A,N/A,0xebc7cd2684dd96619841c7994343c5a8bda94b10,2599,False,KWH,195000000,N/A,/coins/kwh/overview
KZC,X11,N/A,KZCash,KZCash (KZC),0,675995,/media/20780789/kz.png,KZC,N/A,PoW,N/A,2082,False,KZC,18000000,N/A,/coins/kzc/overview
LA,N/A,7605,LATOKEN,LATOKEN (LA),0,184163,/media/27010681/latoken.png,LA,N/A,N/A,0xe50365f5d679cb98a1dd62d6f6e58e59321bcddf,1340,False,LA,1000000000,N/A,/coins/la/overview
LAB,N/A,7605,Labrys,Labrys (LAB),0,405343,/media/16404858/lab.png,LAB,N/A,N/A,N/A,1887,False,LAB,430000000,N/A,/coins/lab/overview
LALA,N/A,7605,LaLa World,LaLa World (LALA),0,831848,/media/30001833/lala.jpg,LALA,N/A,N/A,0xfd107b473ab90e8fbd89872144a3dc92c40fa8c9,2494,False,LALA,250000000,N/A,/coins/lala/overview
LANA,SHA256D,N/A,LanaCoin,LanaCoin (LANA),0,30544,/media/351792/lana.png,LANA,N/A,PoW/PoS,N/A,867,False,LANA,7506000000,N/A,/coins/lana/overview
LAT,N/A,7605,Latium,Latium (LAT),0,237269,/media/9350724/lat.png,LAT,N/A,N/A,N/A,1511,False,LAT,30000000,N/A,/coins/lat/overview
LATX,N/A,7605,LatiumX,LatiumX (LATX),0,849939,/media/30002086/latx.jpg,LATX,N/A,N/A,0x2f85e502a988af76f7ee6d83b7db8d6c0a823bf9,2575,False,LATX,300000000,N/A,/coins/latx/overview
LAX,Lyra2Z,N/A,LAPO,LAPO (LAX),0,924826,/media/34477986/lax.jpg,LAX,N/A,PoW/PoS,N/A,3156,False,LAX,100000000000,N/A,/coins/lax/overview
LAZ,DPoS,N/A,Lazarus,Lazarus (LAZ),0,28700,/media/351552/laz.png,LAZ,N/A,DPoS,N/A,771,False,LAZ,10000000,N/A,/coins/laz/overview
LBA,N/A,7605,Libra Credit,Libra Credit (LBA),0,889997,/media/33187882/rsz_b5olgqs7_400x400.jpg,LBA,N/A,N/A,0xfe5f141bf94fe84bc28ded0ab966c16b17490657,2741,False,LBA,1000000000 ,N/A,/coins/lba/overview
LBC,N/A,N/A,LBRY Credits,LBRY Credits (LBC),0,23432,/media/351211/lbc.png,LBC,N/A,N/A,N/A,678,False,LBC,1000000000,N/A,/coins/lbc/overview
LBTC,Scrypt,N/A,LiteBitcoin,LiteBitcoin (LBTC),0,247246,/media/9350763/lbtc.png,LBTC,N/A,PoW,N/A,1533,False,LBTC,1000000000,N/A,/coins/lbtc/overview
LC,X11,N/A,Lutetium Coin,Lutetium Coin (LC),1,25916,/media/351398/lc.png,LC,N/A,PoS,N/A,708,False,LC,657000000,N/A,/coins/lc/overview
LCASH,N/A,7605,LitecoinCash,LitecoinCash (LCASH),0,378830,/media/14913550/lcash.png,LCASH,N/A,N/A,0x7747aeb32d89e527e5ebbf646871ca79805989ad,1825,False,LCASH,12000000,N/A,/coins/lcash/overview
LCC,SHA256,N/A,LitecoinCash,LitecoinCash (LCC),0,783320,/media/34478345/lcc.png,LCC,N/A,N/A,N/A,2361,False,LCC,840000000,N/A,/coins/lcc/overview
LCK,N/A,7605,Luckbox,Luckbox (LCK),0,680484,/media/20780805/luck.png,LCK,N/A,N/A,0x82adce3b6a226f9286af99841410b04a075b54d5,2091,False,LCK,600000000,N/A,/coins/lck/overview
LCP,Scrypt,N/A,Litecoin Plus,Litecoin Plus (LCP),0,667139,/media/20780774/lcp.png,LCP,N/A,PoW/PoS,N/A,2068,False,LCP,4000000,N/A,/coins/lcp/overview
LCS,N/A,7605,LocalCoinSwap,LocalCoinSwap (LCS),0,831841,/media/30001832/lcs.png,LCS,N/A,N/A,0xAA19961b6B858D9F18a115f25aa1D98ABc1fdBA8,2493,False,LCS,100000000,N/A,/coins/lcs/overview
LCT,N/A,7605,LendConnect,LendConnect (LCT),0,688295,/media/25792592/lct.png,LCT,N/A,N/A,0x05c7065d644096a4e4c3fe24af86e36de021074b,2103,False,LCT,6500000,N/A,/coins/lct/overview
LCWP,N/A,7605,LiteCoinW Plus,LiteCoinW Plus (LCWP),0,779599,/media/27010860/lcwp.jpg,LCWP,N/A,N/A,0xe8fc7e1973496848fcb486c5bb880f68487ea0bb,2345,False,LCWP,"84,000,000",N/A,/coins/lcwp/overview
LDC,N/A,7605,LeadCoin,LeadCoin (LDC),0,732021,/media/27010513/ldc.png,LDC,N/A,N/A,0x5102791ca02fc3595398400bfe0e33d7b6c82267,2184,False,LDC,2627412705.532190000027,N/A,/coins/ldc/overview
LDM,N/A,7605,Ludum token,Ludum token (LDM),0,409363,/media/16404870/ldm.png,LDM,N/A,N/A,0x28a40acF39b1D3C932f42dD8068ad00A5Ad6448F,1893,False,LDM,404926.7576,N/A,/coins/ldm/overview
LDN,N/A,7605,Lydiancoin,Lydiancoin (LDN),0,844279,/media/30001976/ldn.jpg,LDN,N/A,N/A,0x8260AA7B903FA1746820ebf674f2F837b22F016b,2539,False,LDN,400000000,N/A,/coins/ldn/overview
LDOGE,Scrypt,N/A,LiteDoge,LiteDoge (LDOGE),0,5339,/media/20332/ldoge.png,LDOGE,N/A,PoW/PoS,N/A,307,False,LDOGE,35000000000,N/A,/coins/ldoge/overview
LEA,SHA256,N/A,LeaCoin,LeaCoin (LEA),0,30117,/media/351729/lea.png,LEA,N/A,PoW,N/A,835,False,LEA,2000000000,N/A,/coins/lea/overview
LEAF,Scrypt,N/A,LeafCoin,LeafCoin (LEAF),0,789144,/media/27010927/leaf.jpg,LEAF,N/A,PoW,N/A,2383,False,LEAF,21000000000,N/A,/coins/leaf/overview
LED,N/A,7605,Terawatt,Terawatt (LED),0,924732,/media/34477925/led.png,LED,N/A,N/A,N/A,3135,False,LED,100000000,N/A,/coins/led/overview
LEDU,N/A,7605,Education Ecosystem,Education Ecosystem (LEDU),0,831932,/media/30001836/ledu.png,LEDU,N/A,N/A,0x5b26c5d0772e5bbac8b3182ae9a13f9bb2d03765,2496,False,LEDU,362983094.30186835,N/A,/coins/ledu/overview
LELE,Curve25519,N/A,Lelecoin,Lelecoin (LELE),0,820526,/media/30001766/lele.png,LELE,N/A,PoS,N/A,2487,False,LELE,1000000000,N/A,/coins/lele/overview
LEMON,N/A,N/A,LemonCoin,LemonCoin (LEMON),0,21641,/media/351021/lemon.png,LEMON,N/A,PoW,N/A,617,False,LEMON,31000000,N/A,/coins/lemon/overview
LEND,N/A,7605,EthLend,EthLend (LEND),0,418778,/media/16746444/lend.png,LEND,N/A,N/A,0x80fB784B7eD66730e8b1DBd9820aFD29931aab03,1908,False,LEND,1299999942,N/A,/coins/lend/overview
LENIN,SHA256D,N/A,LeninCoin,LeninCoin (LENIN),0,40992,/media/1382270/lenin.png,LENIN,N/A,PoW,N/A,1028,False,LENIN,100000000,N/A,/coins/lenin/overview
LEO,Scrypt,N/A,LEOcoin,LEOcoin (LEO),0,33001,/media/351988/leo.png,LEO,N/A,PoW,N/A,894,False,LEO,1000000000,N/A,/coins/leo/overview
LEPEN,SHA256,N/A,LePenCoin,LePenCoin (LEPEN),0,43602,/media/1382507/lepen.png,LEPEN,N/A,PoS,N/A,1075,False,LEPEN,1000000000,N/A,/coins/lepen/overview
LET,N/A,446372,LinkEye,LinkEye (LET),0,918514,/media/34477738/let.jpg,LET,N/A,N/A,N/A,3023,False,LET,1000000000,N/A,/coins/let/overview
LEU,N/A,7605,CryptoLEU,CryptoLEU (LEU),0,862968,/media/30002242/leu.jpg,LEU,N/A,N/A,0x80754f5833c606d6443cfa315d933ad599fc3d07,2633,False,LEU,1200000000,N/A,/coins/leu/overview
LEV,N/A,7605,Leverj,Leverj (LEV),0,332804,/media/12318249/lev.png,LEV,N/A,N/A,0x0f4ca92660efad97a9a70cb0fe969c755439772c,1661,False,LEV,1000000000,N/A,/coins/lev/overview
LFC,X11,N/A,BigLifeCoin,BigLifeCoin (LFC),0,30388,/media/351757/lfc.png,LFC,N/A,PoW,N/A,857,False,LFC,9900000000,N/A,/coins/lfc/overview
LGBTQ,X11,N/A,LGBTQoin,LGBTQoin (LGBTQ),0,21215,/media/350996/lgbtq.png,LGBTQ,N/A,PoW,N/A,598,False,LGBTQ,50000000,N/A,/coins/lgbtq/overview
LGD,N/A,7605,Legends Cryptocurrency,Legends Cryptocurrency (LGD),0,66259,/media/1383085/lgd.png,LGD,N/A,N/A,0x59061b6f26BB4A9cE5828A19d35CFD5A4B80F056,1182,False,LGD,30000000,N/A,/coins/lgd/overview
LGO,N/A,7605,Legolas Exchange,Legolas Exchange (LGO),0,710370,/media/25792655/lgo.png,LGO,N/A,N/A,0x123ab195dd38b1b40510d467a6a359b201af056f,2131,False,LGO,174214285,N/A,/coins/lgo/overview
LGR,Ethash,7605,Logarithm,Logarithm (LGR),0,767363,/media/27010759/lgr.jpg,LGR,N/A,N/A,0x2eb86e8fc520e0f6bb5d9af08f924fe70558ab89,2277,False,LGR, 66666670,N/A,/coins/lgr/overview
LHC,N/A,7605,LHCoin,LHCoin (LHC),0,750272,/media/27010598/lhc.png,LHC,N/A,N/A,0x0778cc2e8bbad3d483e82371606d100cc8604522,2215,False,LHC,72000000,N/A,/coins/lhc/overview
LIF,N/A,7605,Winding Tree,Winding Tree (LIF),0,866491,/media/30002281/lif.jpg,LIF,N/A,N/A,0xeb9951021698b42e4399f9cbb6267aa35f82d59d,2654,False,LIF,24976541.45,N/A,/coins/lif/overview
LIFE,N/A,7605,LIFE,LIFE (LIFE),0,381189,/media/14913568/life.png,LIFE,N/A,N/A,0xff18dbc487b4c2e3222d115952babfda8ba52f5f,1834,False,LIFE,100000000000,N/A,/coins/life/overview
LIGER,N/A,7605,Ligercoin,Ligercoin (LIGER),0,862380,/media/30002232/liger.jpg,LIGER,N/A,N/A,N/A,2630,False,LIGER,2700000000,N/A,/coins/liger/overview
LIKE,N/A,7605,LikeCoin,LikeCoin (LIKE),0,922038,/media/34477816/like.png,LIKE,N/A,N/A,0x02f61fd266da6e8b102d4121f5ce7b992640cf98,3072,False,LIKE,800000000,N/A,/coins/like/overview
LIMX,X11,N/A,LimeCoinX,LimeCoinX (LIMX),0,4354,/media/19769/limx.png,LIMX,N/A,PoW,N/A,67,False,LIMX,21000000 ,N/A,/coins/limx/overview
LINDA,Scrypt,N/A,Linda,Linda (LINDA),0,196541,/media/1383860/linda.png,LINDA,N/A,PoW/PoS,N/A,1388,False,LINDA,50000000000,N/A,/coins/linda/overview
LINK,N/A,7605,ChainLink,ChainLink (LINK),0,309621,/media/12318078/link.png,LINK,N/A,N/A,0x514910771af9ca656af840dff83e8264ecf986ca,1591,False,LINK,1000000000 ,N/A,/coins/link/overview
LINX,Scrypt,N/A,Linx,Linx (LINX),0,253667,/media/9350783/linx.png,LINX,N/A,PoW,N/A,1545,False,LINX,100000000,N/A,/coins/linx/overview
LION,N/A,7605,CoinLion,CoinLion (LION),0,848906,/media/30002060/lion.png,LION,N/A,N/A,0x2167fb82309cf76513e83b25123f8b0559d6b48f,2567,False,LION,260471654.164815187584410879,N/A,/coins/lion/overview
LIPC,Scrypt,N/A,LIpcoin,LIpcoin (LIPC),0,800232,/media/27011055/lipc.jpg,LIPC,N/A,PoW,N/A,2431,False,LIPC,N/A,N/A,/coins/lipc/overview
LIR,POS 3.0,N/A,Let it Ride,Let it Ride (LIR),0,23423,/media/351208/lir.png,LIR,N/A,PoS,N/A,675,False,LIR,33500000,N/A,/coins/lir/overview
LIV,Scrypt,N/A,LiviaCoin,LiviaCoin (LIV),0,33271,/media/352007/liv.png,LIV,N/A,PoW/PoS,N/A,904,False,LIV,1572000000,N/A,/coins/liv/overview
LIVE,N/A,7605,Live Stars,Live Stars (LIVE),0,890043,/media/33187883/live.png,LIVE,N/A,N/A,0x24a77c1f17c547105e14813e517be06b0040aa76,2742,False,LIVE,200000000,N/A,/coins/live/overview
LIZ,Skein,N/A,Lizus Payment,Lizus Payment (LIZ),0,792136,/media/27010957/liz.png,LIZ,N/A,PoW/PoS,N/A,2400,False,LIZ,69000000,N/A,/coins/liz/overview
LK7,Scrypt,N/A,Lucky7Coin,Lucky7Coin (LK7),0,4550,/media/19776/lk7.png,LK7,N/A,PoW/PoS,N/A,146,False,LK7,99792000,N/A,/coins/lk7/overview
LKK,N/A,1182,Lykke,Lykke (LKK),1,130939,/media/1383553/lkk.png,LKK,N/A,N/A,N/A,1253,False,LKK,1285690000,N/A,/coins/lkk/overview
LKY,Scrypt,N/A,LuckyCoin,LuckyCoin (LKY),0,4551,/media/19774/lky.png,LKY,N/A,PoW,N/A,147,False,LKY,20000000,N/A,/coins/lky/overview
LMC,Scrypt,N/A,LomoCoin,LomoCoin (LMC),0,70469,/media/1383139/lmc.png,LMC,N/A,PoW/PoS,N/A,1196,False,LMC,1000000000,N/A,/coins/lmc/overview
LNC,N/A,7605,BlockLancer,BlockLancer (LNC),0,223246,/media/20780792/lnc.png,LNC,N/A,N/A,0x63e634330a20150dbb61b15648bc73855d6ccf07,1482,False,LNC,"152,177,339.137222302105611835",N/A,/coins/lnc/overview
LNC*,N/A,7605,Linker Coin,Linker Coin (LNC*),0,892657,/media/33187918/rsz_l4bqq9lb_400x400.jpg,LNC*,N/A,N/A,0x6BEB418Fc6E1958204aC8baddCf109B8E9694966,2763,False,LNC*,500000000,N/A,/coins/lncstar/overview
LND,N/A,7605,Lendingblock,Lendingblock (LND),0,866546,/media/30002285/lnd.jpg,LND,N/A,N/A,0x0947b0e6d821378805c9598291385ce7c791a6b2,2658,False,LND,999999999.99,N/A,/coins/lnd/overview
LNK,N/A,7605,Ethereum.Link,Ethereum.Link (LNK),0,238622,/media/9350738/lnk.png,LNK,N/A,N/A,0xe2e6d4be086c6938b53b22144855eef674281639,1517,False,LNK,47503.2535,N/A,/coins/lnk/overview
LNL,N/A,7605,LunarLink,LunarLink (LNL),0,925384,/media/34478281/lnl.png,LNL,N/A,N/A,0x6348b8b827A6884763a38F992bB2b20b075B70B4,3299,False,LNL,10000000,N/A,/coins/lnl/overview
LOAN*,N/A,7605,Lendoit,Lendoit (LOAN),0,363006,/media/14761940/loan.png,LOAN,N/A,N/A,N/A,1768,False,LOAN*,N/A,N/A,/coins/loan/overview
LOC,Quark,N/A,Loco,Loco (LOC),0,36988,/media/1381971/loc.png,LOC,N/A,PoW/PoS,N/A,980,False,LOC,N/A,N/A,/coins/loc/overview
LOC*,N/A,7605,LockTrip,LockTrip (LOC*),0,517896,/media/30002305/loc.png,LOC*,N/A,N/A,0x5e3346444010135322268a4630d2ed5f8d09446c,1980,False,LOC*,18585933,N/A,/coins/locstar/overview
LOCI,N/A,7605,LociCoin,LociCoin (LOCI),0,404890,/media/16404856/loci.png,LOCI,N/A,N/A,0x9c23d67aea7b95d80942e3836bcdf7e708a747c2,1885,False,LOCI,100000000,N/A,/coins/loci/overview
LOG,N/A,N/A,Wood Coin,Wood Coin (LOG),0,6454,/media/20335/log.png,LOG,N/A,PoW,N/A,414,False,LOG, 27625814,N/A,/coins/log/overview
LOKI,CryptoNight Heavy,N/A,Loki,Loki (LOKI),0,902527,/media/33842932/loki.jpg,LOKI,N/A,PoW,N/A,2838,False,LOKI,150000000,N/A,/coins/loki/overview
LOOK,X11,N/A,LookCoin,LookCoin (LOOK),0,36984,/media/1381970/look.png,LOOK,N/A,PoW/PoS,N/A,979,False,LOOK,1613150000,N/A,/coins/look/overview
LOOM,N/A,7605,Loom Network,Loom Network (LOOM),0,836492,/media/30001890/untitled-1.png,LOOM,N/A,N/A,0xa4e8c3ec456107ea67d3075bf9e3df3a75823db0,2512,False,LOOM,1000000000,N/A,/coins/loom/overview
LOT,Scrypt,N/A,LottoCoin,LottoCoin (LOT),0,789006,/media/27010925/lot.png,LOT,N/A,PoW,N/A,2381,False,LOT,18406979840,N/A,/coins/lot/overview
LPC,N/A,7605,Little Phil,Little Phil (LPC),0,924837,/media/34477991/lpc.jpg,LPC,N/A,N/A,N/A,3160,False,LPC,1000000000,N/A,/coins/lpc/overview
LPC*,Quark,N/A,Lightpaycoin,Lightpaycoin (LPC*),0,925625,/media/34478427/lpc.png,LPC*,N/A,PoS,N/A,3352,False,LPC*,21000000,N/A,/coins/lpcstar/overview
LPT,N/A,7605,Livepeer,Livepeer (LPT),0,926589,/media/35264132/lpt.png,LPT,N/A,N/A,0x58b6a8a3302369daec383334672404ee733ab239,3518,False,LPT,10850446.905456919489511705,N/A,/coins/lpt/overview
LQD,N/A,1183,Liquid,Liquid (LQD),0,22422,/media/351097/lqd.png,LQD,N/A,N/A,N/A,668,False,LQD,99999.99,N/A,/coins/lqd/overview
LQDN,N/A,7605,Liquidity Network,Liquidity Network (LQDN),0,926393,/media/34836015/lqdn.png,LQDN,N/A,N/A,0xd29f0b5b3f50b07fe9a9511f7d86f4f4bac3f8c4,3476,False,LQDN,100000000,N/A,/coins/lqdn/overview
LRC,N/A,7605,Loopring,Loopring (LRC),0,318169,/media/12318135/lrc.png,LRC,N/A,N/A,0xEF68e7C694F40c8202821eDF525dE3782458639f,1617,False,LRC,1395076055,N/A,/coins/lrc/overview
LSD,NIST5,N/A,LightSpeedCoin,LightSpeedCoin (LSD),0,4552,/media/20041/lsd.png,LSD,N/A,PoW/PoS,N/A,148,False,LSD,900000,N/A,/coins/lsd/overview
LSK,DPoS,N/A,Lisk,Lisk (LSK),1,19745,/media/27011060/lsk.png,LSK,N/A,DPoS,N/A,506,False,LSK,159918400,N/A,/coins/lsk/overview
LST,N/A,7605,Lendroid Support Token,Lendroid Support Token (LST),0,920896,/media/34477788/lst.jpg,LST,N/A,N/A,0x4de2573e27e648607b50e1cfff921a33e4a34405,3053,False,LST,2545911473,N/A,/coins/lst/overview
LTA,N/A,22441,Litra,Litra (LTA),0,234526,/media/9350693/lta.png,LTA,N/A,N/A,N/A,1497,False,LTA,99999999,N/A,/coins/lta/overview
LTB,Scrypt,N/A,Litebar ,Litebar  (LTB),0,4553,/media/20336/ltb.png,LTB,N/A,PoW,N/A,149,False,LTB,1350000,N/A,/coins/ltb/overview
LTBC,N/A,5292,LTBCoin,LTBCoin (LTBC),0,5369,/media/20336/ltb.png,LTBC,N/A,PoP/PoV/PoQ,N/A,337,False,LTBC,0,N/A,/coins/ltbc/overview
LTC,Scrypt,N/A,Litecoin,Litecoin (LTC),0,3808,/media/19782/litecoin-logo.png,LTC,N/A,PoW,N/A,3,False,LTC,84000000,N/A,/coins/ltc/overview
LTCC,Scrypt,N/A,Listerclassic Coin,Listerclassic Coin (LTCC),0,898331,/media/33434267/ltcc.jpg,LTCC,N/A,PoW/PoS,N/A,2789,False,LTCC,110000000,N/A,/coins/ltcc/overview
LTCD,Scrypt,N/A,LitecoinDark,LitecoinDark (LTCD),0,4554,/media/20043/ltcd.png,LTCD,N/A,PoW,N/A,150,False,LTCD,82003200,N/A,/coins/ltcd/overview
LTCH,N/A,7605,Litecoin Cash,Litecoin Cash (LTCH),0,808190,/media/30001658/ltch.png,LTCH,N/A,N/A,N/A,2442,False,LTCH,55000000,N/A,/coins/ltch/overview
LTCR,QuBit,N/A,LiteCreed,LiteCreed (LTCR),0,38370,/media/1382097/ltcr.png,LTCR,N/A,PoW/PoS,N/A,1008,False,LTCR,78835200,N/A,/coins/ltcr/overview
